task,seed,stage,knob,value,mem_kb,compression_vs_fp,geom_fid,val_acc,id_acc,acc_shift_6,acc_shift_12,acc_shift_18,avg_ood_acc,nmi,hungarian_acc,auroc
novel,2,D,rank,64,3062.9,0.99,0.9935156858324729,1.0,0.9878571033477783,,,,,0.9552693375663871,0.9813333333333333,0.9862452380952381
novel,2,D,rank_rand,8,861.4,3.54,0.35149211487424525,0.4042856991291046,0.37214285135269165,,,,,0.21258055642982424,0.3406666666666667,0.5973009523809524
novel,2,D,rank_rand,16,1175.9,2.59,0.4731951112707908,0.6285714507102966,0.6035714149475098,,,,,0.35228733681501184,0.5093333333333333,0.6997242857142857
novel,2,D,rank_rand,24,1490.4,2.04,0.5333316774890101,0.6942856907844543,0.6899999976158142,,,,,0.41283203468687024,0.58,0.7698304761904763
novel,2,D,rank_rand,32,1804.9,1.69,0.6079213787653533,0.8057142496109009,0.7928571105003357,,,,,0.47238409212592375,0.6126666666666667,0.8212633333333332
novel,2,D,rank_rand,48,2433.9,1.25,0.670585505900065,0.8614285588264465,0.8321428298950195,,,,,0.6114048951283844,0.7813333333333333,0.8542028571428572
novel,2,D,rank_rand,64,3062.9,0.99,0.7314592366335035,0.9157142639160156,0.8728571534156799,,,,,0.7170257410791484,0.8506666666666667,0.8908985714285713
novel,2,D,rank_rand_retrain,8,861.4,3.54,0.35149211487424525,0.46142855286598206,0.31785714626312256,,,,,0.21258055642982424,0.3406666666666667,0.5792976190476191
novel,2,D,rank_rand_retrain,16,1175.9,2.59,0.4731951112707908,0.991428554058075,0.6564285755157471,,,,,0.35228733681501184,0.5093333333333333,0.7180104761904762
novel,2,D,rank_rand_retrain,24,1490.4,2.04,0.5333316774890101,1.0,0.7885714173316956,,,,,0.41283203468687024,0.58,0.7920719047619047
novel,2,D,rank_rand_retrain,32,1804.9,1.69,0.6079213787653533,1.0,0.8714285492897034,,,,,0.47238409212592375,0.6126666666666667,0.8589547619047619
novel,2,D,rank_rand_retrain,48,2433.9,1.25,0.670585505900065,1.0,0.9028571248054504,,,,,0.6114048951283844,0.7813333333333333,0.8912666666666667
novel,2,D,rank_rand_retrain,64,3062.9,0.99,0.7314592366335035,1.0,0.9214285612106323,,,,,0.7170257410791484,0.8506666666666667,0.9165585714285716
novel,2,P,keep_frac,0.05,152.3,20.0,0.8925174323690622,0.9800000190734863,0.970714271068573,,,,,0.9367385299616361,0.9733333333333334,0.9723790476190475
novel,2,P,keep_frac,0.1,304.7,10.0,0.9403162114873781,0.9857142567634583,0.979285717010498,,,,,0.9410381105985886,0.9753333333333334,0.9812804761904762
novel,2,P,keep_frac,0.2,609.4,5.0,0.9684544950325242,0.9842857122421265,0.9842857122421265,,,,,0.9033997554554828,0.8573333333333333,0.9838180952380952
novel,2,P,keep_frac,0.3,914.1,3.33,0.9790457051169444,0.9885714054107666,0.9871428608894348,,,,,0.9541765185146064,0.9813333333333333,0.9841457142857143
novel,2,P,keep_frac,0.5,1523.4,2.0,0.9873047837379134,0.991428554058075,0.9885714054107666,,,,,0.9593884771317847,0.9833333333333333,0.9852690476190478
novel,2,P,keep_frac,0.7,2132.8,1.43,0.9907965250064651,0.9957142472267151,0.9885714054107666,,,,,0.9620350871817314,0.9846666666666667,0.9853842857142857
novel,2,P,keep_frac,1.0,3046.9,1.0,0.9935158487071787,1.0,0.9878571033477783,,,,,0.9552693375663871,0.9813333333333333,0.9862442857142858
novel,2,Q,bits,2,190.4,16.0,0.9926590315679098,0.9928571581840515,0.9864285588264465,,,,,0.9561991497902973,0.982,0.985959761904762
novel,2,Q,bits,3,285.6,10.67,0.9934729485483355,0.9957142472267151,0.9871428608894348,,,,,0.9563024166024845,0.982,0.9857573809523809
novel,2,Q,bits,4,380.9,8.0,0.9934429980625157,0.9971428513526917,0.9878571033477783,,,,,0.9560307987696576,0.9826666666666667,0.9863433333333332
novel,2,Q,bits,6,571.3,5.33,0.9934553454221132,0.9985713958740234,0.9892857074737549,,,,,0.961794871192247,0.9846666666666667,0.9862509523809524
novel,2,Q,bits,8,761.7,4.0,0.9934856678036077,1.0,0.9885714054107666,,,,,0.9552693375663871,0.9813333333333333,0.9862104761904761
